,0
یزد،یزد،مهرآوران,1
البرز،کرج،آیت الله سعیدی,1
آذربایجان شرقی،تبریز،شهرک بهشتی,1
فارس،شیراز،تحویلی,1
مرکزی،اراک،بلوار جهانپناه,1
خراسان رضوی،مشهد،بلوار پاکنژاد,1
البرز،کرج،اتوکاپ,1
تهران،تهران،هشتگرد,1
قم،قم،خاوران,1
تهران،تهران،دانشجو,1
اصفهان،اصفهان،هروی,1
گیلان،رشت،جنت آباد,1
تهران،تهران،شهرک الوند,1
مرکزی،اراک،بلوار فردوس,1
کرمان،کرمان،مشتاق,1
البرز،کرج،جنت آباد,1
البرز،کرج،مطهری,1
تهران،تهران،جلفا,1
قم،قم،جنت آباد,1
تهران،تهران،کوی فرودگاه تبریز,1
تهران،تهران،بلوار فضیلت,1
مازندران،بابل،فرهنگ شهر,1
مرکزی،اراک،صیاد‌شیرازی,1
تهران،تهران،نصف راه,1
فارس،شیراز،مجیدیه جنوبی,1
گیلان،رشت،شهرک راه آهن,1
خوزستان،اهواز،آزاد شهر,1
البرز،کرج،الهیه,1
اصفهان،اصفهان،سایر- کرج,1
کرمان،جیرفت،بلوار جماران,1
همدان،همدان،30 متری عمار,1
خوزستان،اهواز،قصر,1
آذربایجان شرقی،تبریز،گلکار,1
مازندران،چالوس، نوشهر و کلارآباد،انارور (نوشهر),1
فارس،شیراز،شهرک مطهری,1
آذربایجان شرقی،تبریز،کوثر,1
خوزستان،اهواز،منازل صنایع فولاد,1
تهران،تهران،ناژوان,1
اصفهان،اصفهان،علم و صنعت,1
یزد،یزد،بلوار انقلاب,1
تهران،تهران،زیتون کارمندی,1
تهران،تهران،بلوار جهاد,1
همدان،همدان،خیابان میرزاده عشقی,1
فارس،شیراز،تهران نو,1
مازندران،سلمانشهر (متل قو)،کرکاس,1
تهران،تهران،شهرک پردیس,1
کرمان،کرمان،خوراسگان,1
قزوین،قزوین،پیروزی,1
اصفهان،اصفهان،خیابان مدیریت,1
کردستان،سنندج،شهرک کشاورز,1
البرز،کرج،باغ فیض,1
تهران،تهران،بیست و دو بهمن,1
تهران،تهران،بزرگراه امام علی,1
کردستان،سنندج،بهاران 2/19,1
البرز،کرج،دهکده المپیک,1
آذربایجان شرقی،تبریز،حجتی غربی,1
کردستان،سنندج،میدان اقبال,1
یزد،یزد،امام علی,1
تهران،تهران،خطیب,1
بوشهر،بوشهر،بهمنی,1
تهران،تهران،ایستگاه آمل,1
خوزستان،اهواز،کوی فرهنگیان,1
کرمانشاه،کرمانشاه،بلوار طاقبستان,1
فارس،شیراز،گلشن,1
تهران،تهران،تازه آباد,1
مازندران،بابل،سیدخندان,1
تهران،تهران،ملارد(کرج),1
همدان،همدان،چهار باغ جانبازان,1
کرمان،جیرفت،خیابان استقلال,1
کرمان،جیرفت،کلرود,1
تهران،تهران،شهرک دانشگاه,1
فارس،شیراز،پزشکان,1
تهران،تهران،بلوار شهرداری(کرج),1
گیلان،رشت،گلباغ نماز,1
تهران،تهران،آزاد شهر,1
البرز،کرج،دولت,1
آذربایجان شرقی،تبریز،امامیه,1
آذربایجان شرقی،تبریز،تبریز,1
آذربایجان شرقی،تبریز،جلالیه,1
البرز،کرج،شریعتی,1
کرمان،کرمان،بزرگراه امام خمینی,1
کردستان،سنندج،مبارک‌ آباد,1
آذربایجان شرقی،تبریز،جدیری,1
تهران،تهران،بلوار مدرس,1
کرمان،رفسنجان،اتوبان بابایی,1
آذربایجان شرقی،تبریز،میدان فهمیده,1
تهران،تهران،شهدای گمنام,1
کرمان،جیرفت،هزارجریب,1
اصفهان،اصفهان،سیچان,1
کرمانشاه،کرمانشاه،مسکن,1
تهران،تهران،خاقانی,1
یزد،یزد،جمهوری  -  نصر,1
یزد،یزد،نصر آباد,1
فارس،شیراز،پیروزی,1
یزد،یزد،شیخ بهایی,1
خوزستان،اهواز،شهروند,1
مازندران،بابل،میدان یزدباف,1
کردستان،سنندج،جام جم,1
یزد،یزد،خیرآباد,1
خراسان رضوی،مشهد،استاد معین,1
اصفهان،اصفهان،صادقیه,1
کردستان،سنندج،بهاران 17/1,1
هرمزگان،بندرعباس،مجیدیه شمالی,1
فارس،شیراز،منوچهری,1
گیلان،رشت،پیربازار,1
فارس،شیراز،فرزانگان,1
آذربایجان شرقی،تبریز،دیزل آباد,1
تهران،تهران،گلدشت معالی آباد,1
فارس،شیراز،کوشک میدان,1
قم،قم،مهرشهر(کرج),1
تهران،تهران،طالقانی(کرج),1
مازندران،چالوس، نوشهر و کلارآباد،خزانه,1
قم،قم،مشهد,1
تهران،تهران،چهارتکیه,1
تهران،تهران،خیابان ابوحامد,1
یزد،یزد،جمهوری اسلامی  -  امام جعفر صادق,1
آذربایجان شرقی،تبریز،لاله زار,1
تهران،تهران،میدان بسیج,1
فارس،شیراز،بلوار فضیلت,1
خوزستان،اهواز،سعدی,1
البرز،کرج،کرج - شهرک بنفشه,1
اصفهان،اصفهان،بزرگراه رسالت,1
البرز،کرج،بلوار فردوس,1
خراسان رضوی،مشهد،شهرآرا,1
آذربایجان شرقی،تبریز،گاگشت,1
تهران،تهران،فارابی,1
قم،قم،دروس,1
قزوین،قزوین،مولوی,1
خوزستان،اهواز،زیتون کارگری,1
تهران،تهران،کوی دادگستری,1
اصفهان،اصفهان،شمس آبادی,1
مازندران،آمل،شهرک ولیعصر,1
البرز،کرج،امام,1
اصفهان،اصفهان،گرمدره(کرج),1
گیلان،رشت،سهروردی,1
اصفهان،اصفهان،شاهین ویلا(کرج),1
خوزستان،اهواز،عامری,1
قم،قم،ماهدشت(کرج),1
تهران،تهران،شمس آبادی,1
تهران،تهران،امیرکبیر,1
یزد،یزد،ابن سینا,1
همدان،همدان،چهار باغ 45 متری اعتمادیه,1
تهران،تهران،شهرک اندیشه فاز 1(کرج),1
آذربایجان شرقی،تبریز،شهرک رازی,1
اصفهان،اصفهان،گوهردشت(کرج),1
قزوین،قزوین،کارخانه قند(کرج),1
مازندران،چالوس، نوشهر و کلارآباد،خط 8 (چالوس),1
گیلان،رشت،امیرآباد,1
تهران،تهران،فاز 3 کوروش,1
گیلان،رشت،نیروی دریایی,1
تهران،تهران،نفت شمالی,1
مازندران،آمل،بلوار مرزداران,1
مازندران،آمل،طالب آملی,1
آذربایجان شرقی،تبریز،تولید دارو,1
آذربایجان شرقی،تبریز،راسته کوچه,1
اصفهان،اصفهان،جمهوری,1
البرز،کرج،جاده انزلی,1
قم،قم،گیشا,1
اصفهان،اصفهان،بلوار ارتش شرق,1
تهران،تهران،مطهری جنوبی,1
البرز،کرج،هفده شهریور,1
آذربایجان شرقی،تبریز،بلوار 29 بهمن,1
تهران،تهران،شهرک ایثار,1
یزد،یزد،صدا و سیما,1
تهران،تهران،انام,1
بوشهر،بوشهر،امام رضا,1
آذربایجان شرقی،تبریز،صنایع (میرزای شیرازی),1
تهران،تهران،بزرگراه اشرفی اصفهانی,1
قم،قم،قیطریه,1
تهران،تهران،فرهنگیان فاز یک,1
فارس،شیراز،کوی طلاب,1
آذربایجان شرقی،تبریز،نیاوران,1
تهران،تهران،شهرک مینودر,1
فارس،شیراز،بازار,1
مازندران،بابل،باغ فیض,1
تهران،تهران،میر,1
مازندران،آمل،کرمان,1
البرز،کرج،جمهوری(کرج),1
البرز،کرج،راه آهن (هشتگرد),1
اصفهان،اصفهان،شهرک راه آهن,1
اصفهان،اصفهان،صمدیه,1
قم،قم،ملاصدرا,1
فارس،شیراز،وردآورد,1
تهران،تهران،عبدالمطلب,1
خوزستان،اهواز،پردیس 2,1
البرز،کرج،بزرگراه نواب صفوی,1
مازندران،آمل،هروی,1
تهران،تهران،30 متری سعیدیه,1
همدان،همدان،چهار باغ ارم,1
مازندران،ساری،حزب الله,1
گیلان،رشت،سعدی,1
آذربایجان شرقی،تبریز،میدان انقلاب,1
اصفهان،اصفهان،طبرسی,1
کرمان،کرمان،جنت آباد,1
مرکزی،اراک،علم و صنعت,1
بوشهر،بوشهر،بهشت صادق,1
تهران،تهران،امام خمینی,1
البرز،کرج،قاسم‌أباد (شهرک غرب),1
آذربایجان شرقی،تبریز،سایر مناطق (خارج شهر),1
قم،قم،باغ صبا  -  سهروردی,1
مازندران،سلمانشهر (متل قو)،نظام آباد,1
فارس،شیراز،چوگیاه,1
گیلان،رشت،حسین آباد,1
قزوین،قزوین،شهرک سعدی فاز 2,1
البرز،کرج،خیابان شهدا زریسف,1
آذربایجان شرقی،تبریز،توانیر شمالی,1
البرز،کرج،هروی,1
اصفهان،اصفهان،قلمستان,1
قم،قم،یزدانشهر,1
تهران،تهران،زیتون کارگری,1
اصفهان،اصفهان،کمیل,1
گیلان،رشت،آتشگاه,1
اصفهان،اصفهان،بلوار مرزداران,1
کردستان،سنندج،شهرک وحدت,1
فارس،شیراز،حافظیه,1
مازندران،چالوس، نوشهر و کلارآباد،اختیاریه,1
مرکزی،اراک،کشتارگاه,1
البرز،کرج،راه آهن,1
تهران،تهران،هفدهم شهریور,1
آذربایجان شرقی،تبریز،مهرشهر(کرج),1
تهران،تهران،ابیوردی,1
البرز،کرج،کردستان,1
کرمانشاه،کرمانشاه،تهرانسر,1
فارس،شیراز،بنی هاشم,1
قم،قم،ستارخان,1
کردستان،سنندج،بلوار ساحلی,1
اصفهان،اصفهان،مارچین,1
مازندران،آمل،شیخ فضل الله نوری,1
یزد،یزد،مطهری  -  سردوراه,1
تهران،تهران،خیابان شهرزاد,1
البرز،کرج،طالقانی (هشتگرد),1
گیلان،رشت،احمد گوراب,1
مازندران،ساری،مشهد,1
فارس،شیراز،تلخ داش,1
مازندران،آمل،افسریه,1
البرز،کرج،حکیمیه,1
تهران،تهران،راهنمایی,1
آذربایجان شرقی،تبریز،آنلاین,1
تهران،تهران،خیابان و میدان قرنی,1
کرمان،کرمان،خیابان شهید مصطفی خمینی,1
فارس،شیراز،آزادگان,1
قزوین،قزوین،تهران قدیم,1
تهران،تهران،دورشهر,1
فارس،شیراز،ملاصدرا,1
تهران،تهران،همت (جنوبی),1
البرز،کرج،میدان امام حسین,1
فارس،شیراز،قیطریه,1
خراسان رضوی،سبزوار،کوهستان,1
تهران،تهران،طالقانی,1
خراسان رضوی،مشهد،فاز 5 پادادشهر,1
هرمزگان،بندرعباس،تهران نو,1
اصفهان،اصفهان،ازگل,1
کردستان،سنندج،بلوار کردستان,1
فارس،شیراز،زیباشهر,1
فارس،شیراز،شهرزیبا,1
البرز،هشتگرد و نظرآباد،شهر صنعتی (هشتگرد),1
یزد،یزد،دروازه قرآن,1
اصفهان،اصفهان،پردیس,1
تهران،تهران،دریا گوشه,1
البرز،کرج،لواسان,1
اصفهان،اصفهان،شاهین شهر,1
همدان،همدان،30 متری الغدیر,1
خراسان جنوبی،بیرجند،تهران_آزادی,1
کرمان،کرمان،جهان نما(کرج),1
تهران،تهران،بلوار پاسداران,1
فارس،شیراز،سایر مناطق (خارج شهر),1
مازندران،سلمانشهر (متل قو)،دریا گوشه,1
آذربایجان شرقی،تبریز،قراملک,1
گیلان،رشت،الهیه,1
البرز،کرج،جاده مخصوص کرج,1
یزد،یزد،میدان کاج  -  جهاد,1
البرز،کرج،اتحاد(کرج),1
خوزستان،اهواز،لتینگان (نوشهر),1
اصفهان،اصفهان،بلوار 15 خرداد,1
فارس،شیراز،پونک,1
خوزستان،اهواز،شریعتی,1
خراسان رضوی،مشهد،نارمک,1
اصفهان،اصفهان،فردوس غرب,1
مازندران،آمل،اتوبان تهران کرج,1
یزد،یزد،دخمه زرتشتیان,1
تهران،تهران،بزرگراه هاشمی رفسنجانی,1
آذربایجان شرقی،تبریز،اندیشه,1
تهران،تهران،طلاب,1
فارس،شیراز،دروازه کازرون,1
گیلان،رشت،دانای علی,1
اصفهان،اصفهان،بزرگراه یادگار امام جنوب,1
کرمان،کرمان،شهرک ایرانمنش فاز1,1
تهران،تهران،کوی اقتصاد,1
فارس،شیراز،رزمندگان,1
مازندران،ساری،معلم,1
کردستان،سنندج،شهریار,1
مرکزی،اراک،بلوار شفق,1
تهران،تهران،صفری,1
خوزستان،اهواز،کوی پلیس,1
کرمان،کرمان،قنات کوثر,1
قم،قم،سبلان,1
خراسان رضوی،مشهد،تورج,1
آذربایجان شرقی،تبریز،مارالان جنوبی,1
البرز،کرج،وردآورد,1
فارس،شیراز،فرمانیه,1
گیلان،رشت،میدان حشمت,1
